Entry,Protein names
Q9JMI9,Short transient receptor potential channel 3 (TrpC3) (Trp-related protein 3)
D4AD66,"Potassium voltage-gated channel modifier subfamily G member 4 (Potassium voltage-gated channel, subfamily G, member 4 (Predicted))"
A0A1S3JZR3,uncharacterized protein LOC106177384
A0A6P5AR76,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)"
A0A4Z2ERW4,Dihydropyridine-sensitive L-type skeletal muscle calcium channel subunit alpha-1
A0A2G9RNL6,PAC domain-containing protein
A0A2G8KJJ4,Tetrameric potassium-selective cyclic nucleotide gated channel
A0A6V7UVJ9,Uncharacterized protein
A0A328E3Q1,Cyclic nucleotide-binding domain-containing protein
A0A0N4U1N1,Cyclic nucleotide-binding domain-containing protein
A0A6I9ZDS8,Sodium channel protein
T1JU89,Ion transport domain-containing protein
A0A3P7SXL0,Ion transport domain-containing protein
A0A6P8ZMX5,sodium channel protein para isoform X9
Q23R06,Cyclic nucleotide-binding domain protein
A0A2G8KZ94,Putative transient receptor potential cation channel subfamily A member 1-like isoform X2
A0A444U4A9,Sodium channel protein
K1R285,Voltage-dependent calcium channel type A subunit alpha-1
F0YC39,Calmodulin
A0A7M6DLK4,BTB domain-containing protein
A0A0S2I3E9,MlotiK1 channel
E0CXK2,Voltage-dependent T-type calcium channel subunit alpha
A0BNN4,"Chromosome undetermined scaffold_119, whole genome shotgun sequence"
Q9WUD2,Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Stretch-activated channel 2B) (Vanilloid receptor-like protein 1) (VRL-1)
W1QJI7,Calcium-channel protein CCH1
A0A1R2C4R2,Cyclic nucleotide-binding domain-containing protein
A0A158QJZ3,ANK_REP_REGION domain-containing protein
A0A6P4YW47,potassium voltage-gated channel subfamily KQT member 4-like
A7SIU6,BTB domain-containing protein
A0A4Y2IIX0,Sodium channel protein
A0A4C1SXL4,Transient receptor potential cation channel protein painless
A0A1S4H5T5,Uncharacterized protein
A0A7J7JD43,TRPA1
A0A5C7ETK3,Ion transporter
A0A267EM21,Ion transport domain-containing protein
A7RM05,Ion transport domain-containing protein
I1MAJ1,Cyclic nucleotide-binding domain-containing protein
A0A6P4ZTP1,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)"
A0A090L4L3,Cyclic nucleotide-binding domain and Ion transport domain and RmlC-like jelly roll fold domain and Cyclic nucleotide-binding-like domain-containing protein
A0A0K0DRG5,Ion_trans domain-containing protein
A0A1Q9BZ34,cGMP-gated cation channel alpha-1
A0A1Q3GQA8,Ion transporter
K7KIR6,Cyclic nucleotide-binding domain-containing protein
G0QM75,Phosphodiesterase (EC 3.1.4.-)
R7U4C3,Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (Voltage-gated potassium channel subunit Kv11.1)
A0A1R2BGY6,Cyclic nucleotide-binding domain-containing protein
A0A2Z7A1J5,Potassium channel
B9LA31,TrkA-N:Ion transport protein
A0A0N4XBU6,Ion_trans domain-containing protein
Q7TSH7,Potassium voltage-gated channel subfamily F member 1 (Voltage-gated potassium channel subunit Kv5.1)
A0A5A7P3F0,Potassium channel
K7M132,Potassium channel
K1RVQ2,Sodium leak channel non-selective protein
A0A183DAH6,Ion_trans domain-containing protein
B3RQK8,Cyclic nucleotide-binding domain-containing protein
A0A267G007,Ion transport domain-containing protein
K2JHY3,Ion transport 2 domain-containing protein
A0A6V7U9V7,Ion transport domain-containing protein
A0A0G4FRG7,Ion transport domain-containing protein
K8F5D6,"Calcium channel, voltage-dependent, T type, alpha 1G subunit"
A0A7J7JC63,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
Q238R0,Cation channel family protein
A0A1T2L3T4,Voltage-gated sodium channel
A0E8F3,"Chromosome undetermined scaffold_82, whole genome shotgun sequence"
A0A4U5M656,Cyclic nucleotide-binding domain-containing protein
A0A1Q9CD99,Sodium channel protein type 10 subunit alpha
W2SIG7,Transient-receptor-potential calcium channel protein
A0A6H5HAR6,Ion transport domain-containing protein
F0YCC2,Cyclic nucleotide-binding domain-containing protein
A0A0M3JGA3,Cyclic nucleotide-gated cation channel (inferred by orthology to a C. elegans protein)
A0A662YR15,Transient receptor potential cation channel subfamily A member 1
A0A2R5GX79,Potassium voltage-gated channel protein eag
A0A137PBQ3,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
A0A0L0DVE6,Cyclic nucleotide-binding protein
A0A654HHL9,BTB domain-containing protein
P15385,Potassium voltage-gated channel subfamily A member 4 (RCK4) (RHK1) (RK3) (Voltage-gated potassium channel subunit Kv1.4)
P35498,Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1)
A0A1V9XU57,Voltage-dependent T-type calcium channel subunit alpha-1H-like
A0A6P6XPQ0,Sodium channel protein
A0A1R2CI61,Cyclic nucleotide-binding domain-containing protein
A0A0D8Y7X7,Transient-receptor-potential calcium channel protein
I7M4N4,Adenylate/guanylate cyclase domain protein
A0A1Y1V8E2,Voltage-gated potassium channel
A0A078BCU0,Wd-40 repeat protein
L1INN1,Ion transport domain-containing protein
A0A1Q9ECK4,Calmodulin
A0A2I0TK21,Ion transport domain-containing protein
A0A0M0JXW6,Voltage-gated sodium channel
A0A6L2Q5D8,Cyclic nucleotide-binding domain-containing protein
Q56JH9,"Hyperpolarization-activated ion channel variant DMIH-A2B1C1 (I[[h]] channel, isoform C) (I[[h]] channel, isoform J) (I[[h]] channel, isoform K) (I[[h]] channel, isoform L)"
B7PGW1,"Cyclic-nucleotide-gated cation channel, putative (Cyclic-nucleotide-gated cation channel, putative (Fragment))"
A0A4E0S1V7,Short transient receptor potential channel 6
A0A210PVU1,Transient receptor potential cation channel subfamily V member 6
A0A653DPG0,ANK_REP_REGION domain-containing protein
C1E5D3,Voltage-gated ion channel superfamily
A0A1Q9CDA1,Calmodulin
A0A267EMW8,Ion transport domain-containing protein
A0A0C2GWH2,Ion transport domain-containing protein
Q5KID8,Ion transport domain-containing protein
A0A139WP67,"Inositol 1,4,5-trisphosphate receptor"
K7KIL1,Potassium channel
F2UMP7,Voltage-dependent L-type calcium channel subunit alpha
L8JH58,Potassium voltage-gated channel subfamily KQT
A0A401U9V7,Ion transporter
A0A183A528,Ion_trans domain-containing protein
A0A2I0TU02,Voltage-dependent t-type calcium channel subunit alpha-1h
A0A1J1IF70,"CLUMA_CG011023, isoform A"
A0A2P8XCY2,Voltage-dependent calcium channel type A subunit alpha-1
F0YRN4,Ion transport domain-containing protein
A0A5S6PVZ6,LSDAT_euk domain-containing protein
E0VYV6,"Voltage-gated channel, putative"
G0QML8,Ion transport domain-containing protein
A0A2V0PJR4,Voltage-gated ion channel
A0A024UIX4,RIH_assoc domain-containing protein
A0A016V3F0,Uncharacterized protein
A0A5B7GU97,Voltage-dependent T-type calcium channel subunit alpha-1H
A0DVJ1,"Chromosome undetermined scaffold_66, whole genome shotgun sequence"
A0A0L0D838,"Inositol 1,4,5-trisphosphate receptor type 3"
A0A6L5DFG2,Ion transport domain-containing protein
A0A1Q9D306,Potassium voltage-gated channel subfamily H member 5
A0A2Z6QDD2,Ion transport domain-containing protein
A0A1S3IJV0,transient receptor potential cation channel subfamily A member 1-like
D7FKC7,BK channel (Maxi K channel)
I0YID2,Kinase-like protein
A0A4Y2HYS2,Voltage-dependent L-type calcium channel subunit alpha-1D
A0A1Q9EEL3,Eukaryotic translation initiation factor 3 subunit E
E4XIA7,BTB domain-containing protein
A0A2I0UBT2,Cyclic nucleotide-gated cation channel alpha-3 isoform x1
A0A0N4XR18,Ion_trans domain-containing protein
A0A4E0R758,Voltage-gated potassium channel
A0A267ED29,Ion transport domain-containing protein
A0A0L0T422,Ion transport domain-containing protein
A0A4U8UXH6,Ion transport domain-containing protein
A0A2G9SL42,Ion transport domain-containing protein
A0A267EVM8,LSDAT_euk domain-containing protein
A0E9C6,"Chromosome undetermined scaffold_84, whole genome shotgun sequence"
A0A2J6K098,Cyclic nucleotide-binding domain-containing protein
A0A6J8ADB2,KCNC1
T1GYK8,Ion transport domain-containing protein
A0A3M0J760,Ion transport domain-containing protein
A0A7M7T2X7,PWWP domain-containing protein
A0A1D2MZH2,RNA polymerase-associated protein CTR9
A0A6J8AIH0,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
A0A3M7QT03,Short transient receptor potential channel 3-like
A0A3P7SDT9,Cyclic nucleotide-binding domain-containing protein
A0A1D1UFD6,Ion transport domain-containing protein
A0A6I9HQP2,potassium voltage-gated channel subfamily V member 2-like
A0A1L3ZZW8,Voltage-gated sodium channel
A0A2G9TPG5,Ion transport domain-containing protein
A0A699Z8E9,Ion transport domain-containing protein
A0A6J8CHQ2,KCNC1
A0A2P8Y8D4,Transient receptor potential-gamma protein
C5KUA8,"Mucolipin, putative"
R1D8H0,"Voltage-gated Ca2+ channel, alpha subunit"
A0A5N5SS00,Sodium channel protein
A0A267FWB0,Ion transport domain-containing protein
A0A5S6PWP2,LSDAT_euk domain-containing protein
A0A0B1TM56,"Transporter, cation channel family protein"
A0A7E6F585,ryanodine receptor-like
A0A267GNH8,Ion transport domain-containing protein
A0A0M0JGV1,Phosphodiesterase (EC 3.1.4.-)
K7MKD0,Cyclic nucleotide-binding domain-containing protein
A0A6P8GYH0,potassium voltage-gated channel protein Shal-like isoform X1
D4AZ66,MYND-type zinc finger protein samB (Suppressor of anucleate metulae protein B)
A0A2R2MRB3,uncharacterized protein LOC106174392 isoform X2
M7B357,Potassium voltage-gated channel subfamily A member 10
A0A2R6XK71,Cyclic nucleotide-binding domain-containing protein
A0A0S4J2G6,"Voltage-gated ion channel superfamily, putative"
A0A0G4GWI5,Guanylate cyclase domain-containing protein
A0A6J8CR12,TRPM2 (EC 3.6.1.13)
A0L5S6,Ion transport protein
A0A1E3GU68,Ion transport protein
A0A267GR69,Ion transport domain-containing protein
A0A6I9HGQ2,Potassium voltage-gated channel subfamily KQT member 1 (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)
A0CDM5,"Chromosome undetermined scaffold_17, whole genome shotgun sequence"
A0A267FPG6,Ion transport domain-containing protein
A0A484IBG6,Ion transport domain-containing protein
A0A267E1J7,LSDAT_euk domain-containing protein
A0A1C7LW67,Potassium voltage-gated channel subfamily B member 1
A0A653CAU1,Ion transport domain-containing protein
A0A1H6UTB6,Voltage-gated potassium channel
A0A444TZT0,Potassium voltage-gated channel subfamily H member 2
A0A0M0JC22,Sodium channel protein type 9 subunit alpha
A0A226DCD1,Potassium voltage-gated channel protein Shaker
A0A6V7V4X2,Uncharacterized protein
A0A7M7PF05,Transient receptor potential cation channel subfamily M member 2
A0A1S3HQR2,transient receptor potential cation channel subfamily V member 6 isoform X2
A0A2G8LCT0,Putative short transient receptor potential channel 3 isoform X1
V4A445,BTB domain-containing protein
M7BBT4,Voltage-dependent T-type calcium channel subunit alpha
A0A1L8GTB1,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3
A0A1Q9DQN8,Protein disulfide-isomerase
A0A2Z6R1Y8,Ion transport domain-containing protein
A0A1Q9F2L5,Sodium channel protein type 4 subunit alpha A
G0QT52,Ion transport domain-containing protein
A0A4W3IAD9,Transient receptor potential cation channel subfamily M member 3
A0A6P8ID48,Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (Voltage-gated potassium channel subunit Kv11.1)
Q9RW39,"Ion transporter, putative"
A0A1Q9DPH2,Calmodulin
A0A0L0FXA8,EF-hand domain-containing protein
A0A4Y2U988,Potassium voltage-gated channel subfamily KQT member 1
A0A3N2E1B2,Voltage-gated sodium channel
A0A1Q9EUG2,Ion transport domain-containing protein
H3GZ07,Cyclic nucleotide-binding domain-containing protein
A0A2G9U405,"Transporter, cation channel family protein"
A0A3M7Q987,Shaker-related potassium channel tsha2-like
M7C4Q4,Potassium voltage-gated channel subfamily C member 1
A0A7I8WAB4,DgyrCDS13324
A0A0C1I670,Ion transporter
A0A1Q9EFC6,EF-hand domain-containing protein
A0A0D8XAK8,"Transporter, cation channel family protein"
R7U9Z7,Cyclic nucleotide-binding domain-containing protein
A0A0M3JT17,Potassium voltage-gated channel subfamily F member 1 (inferred by orthology to a human protein)
A0A0L0DT43,Cation channel sperm-associated protein 4
A0A2G5DBW1,Potassium channel
A0A6P6XZD8,Voltage-dependent L-type calcium channel subunit alpha
A0A7M5V6A6,Uncharacterized protein
A0A158QYL4,Potassium voltage-gated channel subfamily F member 1 (inferred by orthology to a human protein)
A0A1D2N2B8,Potassium voltage-gated channel subfamily H member 8
A0A3P6U2G5,Ion transport domain-containing protein
A0A2A2JIN2,Cyclic nucleotide-binding domain-containing protein
P22002,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Rat brain class C) (RBC) (Voltage-gated calcium channel subunit alpha Cav1.2)"
V8P877,Voltage-dependent L-type calcium channel subunit alpha-1S
A0A5C3QGK7,Ion transport domain-containing protein
A0A267FFJ4,Ion transport domain-containing protein
A0A1Z5KQ73,Ion transport domain-containing protein
A0A482R6I1,Ion transporter
A0A3P6S9X6,Ion transport domain-containing protein
T1HZM2,Uncharacterized protein
A0A1S3HIX7,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1)
A0A078B913,Wd-40 repeat protein
A0A1Q9DSI4,Voltage-dependent N-type calcium channel subunit alpha-1B
A0A3F2YYW0,Uncharacterized protein
L1IQX2,Ion transport domain-containing protein
A0A6J8A899,SLC9A10_11
V3YWK5,BTB domain-containing protein
A0A1I1VYS6,Voltage-gated potassium channel
A0A1Q9F4G3,Calmodulin
A0A1Z5JXS6,Ion transport domain-containing protein
A0A2Z7D1K7,Cyclic nucleotide-gated ion channel 8
A0A4W3HYH1,Ryanodine receptor 1
A0A653CPJ9,Ion transport domain-containing protein
A0A4Z2GTT9,Voltage-dependent L-type calcium channel subunit alpha-1D
A0A423SQR1,Putative sodium channel protein 60E
A0A7J7J079,Ion transport domain-containing protein
A0A1X7TKA2,Ion transport domain-containing protein
B7PEW9,"Voltage-activated ion channel, putative (EC 2.7.10.2) (Voltage-activated ion channel, putative (Fragment))"
A0A1Q9EK02,Calmodulin
A0A4U5MGU3,BTB domain-containing protein
A0A6V7UXX2,Ion transport domain-containing protein
H6L7R1,Ion transporter
A0A2P4SRV6,Ion_trans domain-containing protein
A0A0L0SI95,Ion transport domain-containing protein
A0A0N4XQ14,Potassium voltage-gated channel protein shk-1 (inferred by orthology to a C. elegans protein)
L1ID07,PH domain-containing protein
R7UK23,Ion transport domain-containing protein
A0A2I0U5V4,Transient receptor potential cation channel subfamily m member 1
A0A0L0SL52,Ion transport domain-containing protein
Q23QC7,Cyclic nucleotide-binding domain protein
A7SYW3,Ion transport domain-containing protein
A0A5J4YK89,Potassium voltage-gated channel subfamily KQT member 4
E4XPI8,B30.2/SPRY domain-containing protein
A0A4C1U3A3,Cyclic nucleotide-gated cation channel beta-1
A0A662YMY2,Potassium voltage-gated channel subfamily C member 2
A0A183VMD7,EF-hand domain-containing protein
A0A1D1WAG0,Ion transport domain-containing protein
A0A250XF54,Ion transport domain-containing protein
E9GGD6,Ion_trans domain-containing protein
A0A553P811,Ion transport domain-containing protein
A0A2A2K3U1,BTB domain-containing protein
A0A0R4IUM7,Sodium channel protein
A0A3P6U4Y8,Ion transport domain-containing protein
A0A7J7K7Q9,CAC
A0A183J4X0,Ion transport domain-containing protein
A0A4Y2BHJ5,Transient receptor potential cation channel trpm
A0A1D1VTH8,Ion transport domain-containing protein
A0A3Q0KUE9,Voltage-dependent calcium channel
A0A6H5HS41,Sodium channel protein
A0A3M0JH71,Ryanodine receptor 3
A0A6A4WPA6,Transient receptor potential channel pyrexia
V4A286,BTB domain-containing protein
A0A2P8Z1X9,Ion transport domain-containing protein
A0A397UPG1,Ion transport domain-containing protein
A0A1Q9EGL8,Voltage-dependent N-type calcium channel subunit alpha-1B
A0A016VKK8,Ion transport domain-containing protein
A0A0G4E9P6,PDEase domain-containing protein
